"","ID","Gene_Symbol","Gene_Title","Entrez_Gene_ID"
"HEEBO-019-HCC19F2","HEEBO-019-HCC19F2","PCDH17","protocadherin 17",27253
"HEEBO-019-HCC19F21","HEEBO-019-HCC19F21","RNF133","ring finger protein 133",168433
"HEEBO-019-HCC19F23","HEEBO-019-HCC19F23","##noname##","Transcribed locus",NA
"HEEBO-019-HCC19F24","HEEBO-019-HCC19F24","DNAH6","dynein, axonemal, heavy chain 6",1768
"HEEBO-019-HCC19F3","HEEBO-019-HCC19F3","B3GALTL","beta 1,3-galactosyltransferase-like",145173
"HEEBO-019-HCC19F4","HEEBO-019-HCC19F4","##noname##","Transcribed locus",NA
"HEEBO-019-HCC19F5","HEEBO-019-HCC19F5","VCAN","versican",1462
"HEEBO-019-HCC19F6","HEEBO-019-HCC19F6","LOC149351","uncharacterized LOC149351",149351
"HEEBO-019-HCC19F7","HEEBO-019-HCC19F7","EXOC8","exocyst complex component 8",149371
"HEEBO-019-HCC19F8","HEEBO-019-HCC19F8","MTR","5-methyltetrahydrofolate-homocysteine methyltransferase",4548
"HEEBO-019-HCC19F9","HEEBO-019-HCC19F9","TTC30B","tetratricopeptide repeat domain 30B",150737
"HEEBO-019-HCC19G11","HEEBO-019-HCC19G11","F2RL1","coagulation factor II (thrombin) receptor-like 1",2150
"HEEBO-019-HCC19G14","HEEBO-019-HCC19G14","CPNE2","copine II",221184
"HEEBO-019-HCC19G16","HEEBO-019-HCC19G16","NKAPL","NFKB activating protein-like",222698
"HEEBO-019-HCC19G17","HEEBO-019-HCC19G17","ALDH9A1","aldehyde dehydrogenase 9 family, member A1",223
"HEEBO-019-HCC19G18","HEEBO-019-HCC19G18","MRAS","muscle RAS oncogene homolog",22808
"HEEBO-019-HCC19G19","HEEBO-019-HCC19G19","BAHD1","bromo adjacent homology domain containing 1",22893
"HEEBO-019-HCC19G2","HEEBO-019-HCC19G2","TRDMT1","tRNA aspartic acid methyltransferase 1",1787
"HEEBO-019-HCC19G20","HEEBO-019-HCC19G20","FOXG1","forkhead box G1",2290
"HEEBO-019-HCC19G21","HEEBO-019-HCC19G21","CD93","CD93 molecule",22918
"HEEBO-019-HCC19G22","HEEBO-019-HCC19G22","DIP2C","DIP2 disco-interacting protein 2 homolog C (Drosophila)",22982
"HEEBO-019-HCC19G23","HEEBO-019-HCC19G23","TNIK","TRAF2 and NCK interacting kinase",23043
"HEEBO-019-HCC19G5","HEEBO-019-HCC19G5","ZFC3H1","zinc finger, C3H1-type containing",196441
"HEEBO-019-HCC19G6","HEEBO-019-HCC19G6","ZNF585A","zinc finger protein 585A",199704
"HEEBO-019-HCC19G7","HEEBO-019-HCC19G7","TET3","tet methylcytosine dioxygenase 3",200424
"HEEBO-019-HCC19G8","HEEBO-019-HCC19G8","KIAA1244","KIAA1244",57221
"HEEBO-019-HCC19G9","HEEBO-019-HCC19G9","DDX26B","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B",203522
"HEEBO-019-HCC19H1","HEEBO-019-HCC19H1","SPG20","spastic paraplegia 20 (Troyer syndrome)",23111
"HEEBO-019-HCC19H11","HEEBO-019-HCC19H11","GAB1","GRB2-associated binding protein 1",2549
"HEEBO-019-HCC19H13","HEEBO-019-HCC19H13","C10orf93","Chromosome 10 open reading frame 93",NA
"HEEBO-019-HCC19H14","HEEBO-019-HCC19H14","LOC255480","uncharacterized LOC255480",255480
"HEEBO-019-HCC19H15","HEEBO-019-HCC19H15","OR52B2","olfactory receptor, family 52, subfamily B, member 2",255725
"HEEBO-019-HCC19H16","HEEBO-019-HCC19H16","PAN3","PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)",255967
"HEEBO-019-HCC19H18","HEEBO-019-HCC19H18","RNF214","ring finger protein 214",257160
"HEEBO-019-HCC19H19","HEEBO-019-HCC19H19","ZNF345","zinc finger protein 345",25850
"HEEBO-019-HCC19H21","HEEBO-019-HCC19H21","FAM98A","family with sequence similarity 98, member A",25940
"HEEBO-019-HCC19H22","HEEBO-019-HCC19H22","ZZZ3","Zinc finger, ZZ-type containing 3",NA
"HEEBO-019-HCC19H23","HEEBO-019-HCC19H23","FAM169A","family with sequence similarity 169, member A",26049
"HEEBO-019-HCC19H24","HEEBO-019-HCC19H24","RSL1D1","ribosomal L1 domain containing 1",26156
"HEEBO-019-HCC19H5","HEEBO-019-HCC19H5","MACF1","microtubule-actin crosslinking factor 1",23499
"HEEBO-019-HCC19H7","HEEBO-019-HCC19H7","TSPAN12","tetraspanin 12",23554
"HEEBO-019-HCC19H8","HEEBO-019-HCC19H8","CD2AP","CD2-associated protein",23607
"HEEBO-019-HCC19H9","HEEBO-019-HCC19H9","AIPL1","aryl hydrocarbon receptor interacting protein-like 1",23746
"HEEBO-019-HCC19I10","HEEBO-019-HCC19I10","TOX3","TOX high mobility group box family member 3",27324
"HEEBO-019-HCC19I11","HEEBO-019-HCC19I11","GLRA2","glycine receptor, alpha 2",2742
"HEEBO-019-HCC19I12","HEEBO-019-HCC19I12","GNAO1","guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O",2775
"HEEBO-019-HCC19I13","HEEBO-019-HCC19I13","GNRH1","gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)",2796
"HEEBO-019-HCC19I14","HEEBO-019-HCC19I14","ZNF311","zinc finger protein 311",282890
"HEEBO-019-HCC19I15","HEEBO-019-HCC19I15","OLFML1","olfactomedin-like 1",283298
"HEEBO-019-HCC19I16","HEEBO-019-HCC19I16","DLGAP1","discs, large (Drosophila) homolog-associated protein 1",9229
"HEEBO-019-HCC19I17","HEEBO-019-HCC19I17","LOC284513","Hypothetical protein LOC284513",NA
"HEEBO-019-HCC19I18","HEEBO-019-HCC19I18","ANGPT2","angiopoietin 2",285
"HEEBO-019-HCC19I19","HEEBO-019-HCC19I19","SLC9A9","solute carrier family 9 (sodium/hydrogen exchanger), member 9",285195
"HEEBO-019-HCC19I2","HEEBO-019-HCC19I2","NPAS4","neuronal PAS domain protein 4",266743
"HEEBO-019-HCC19I20","HEEBO-019-HCC19I20","HTR3E","5-hydroxytryptamine (serotonin) receptor 3, family member E",285242
"HEEBO-019-HCC19I3","HEEBO-019-HCC19I3","SNORD61","small nucleolar RNA, C/D box 61",26787
"HEEBO-019-HCC19I4","HEEBO-019-HCC19I4","SNORD36B","small nucleolar RNA, C/D box 36B",26814
"HEEBO-019-HCC19I5","HEEBO-019-HCC19I5","B4GALT1","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",2683
"HEEBO-019-HCC19I6","HEEBO-019-HCC19I6","GIP","gastric inhibitory polypeptide",2695
"HEEBO-019-HCC19I7","HEEBO-019-HCC19I7","VPS41","vacuolar protein sorting 41 homolog (S. cerevisiae)",27072
"HEEBO-019-HCC19I8","HEEBO-019-HCC19I8","EIF2AK4","eukaryotic translation initiation factor 2 alpha kinase 4",440275
"HEEBO-019-HCC19I9","HEEBO-019-HCC19I9","ATP5S","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)",27109
"HEEBO-019-HCC19J1","HEEBO-019-HCC19J1","HCG22","HLA complex group 22 (non-protein coding)",285834
"HEEBO-019-HCC19J10","HEEBO-019-HCC19J10","APC","adenomatous polyposis coli",324
"HEEBO-019-HCC19J11","HEEBO-019-HCC19J11","HSBP1","Heat shock factor binding protein 1",NA
"HEEBO-019-HCC19J12","HEEBO-019-HCC19J12","IGSF3","immunoglobulin superfamily, member 3",3321
"HEEBO-019-HCC19J15","HEEBO-019-HCC19J15","","",NA
"HEEBO-019-HCC19J16","HEEBO-019-HCC19J16","C8ORFK29","uncharacterized LOC340393",340393
"HEEBO-019-HCC19J17","HEEBO-019-HCC19J17","ECT2L","epithelial cell transforming sequence 2 oncogene-like",345930
"HEEBO-019-HCC19J18","HEEBO-019-HCC19J18","ANKDD1A","ankyrin repeat and death domain containing 1A",348094
"HEEBO-019-HCC19J21","HEEBO-019-HCC19J21","INPP5D","inositol polyphosphate-5-phosphatase, 145kDa",3635
"HEEBO-019-HCC19J23","HEEBO-019-HCC19J23","LRRC33","Leucine rich repeat containing 33",NA
"HEEBO-019-HCC19J3","HEEBO-019-HCC19J3","XKR6","XK, Kell blood group complex subunit-related family, member 6",286046
"HEEBO-019-HCC19J4","HEEBO-019-HCC19J4","C8orf77","chromosome 8 open reading frame 77",286103
"HEEBO-019-HCC19J5","HEEBO-019-HCC19J5","AMMECR1","Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1",9949
"HEEBO-019-HCC19J6","HEEBO-019-HCC19J6","MRPL22","mitochondrial ribosomal protein L22",29093
"HEEBO-019-HCC19J7","HEEBO-019-HCC19J7","GSTM3","glutathione S-transferase mu 3 (brain)",2947
"HEEBO-019-HCC19J8","HEEBO-019-HCC19J8","TRA2A","transformer 2 alpha homolog (Drosophila)",29896
"HEEBO-019-HCC19J9","HEEBO-019-HCC19J9","ANXA13","annexin A13",312
"HEEBO-019-HCC19K1","HEEBO-019-HCC19K1","SNHG5","Small nucleolar RNA host gene 5 (non-protein coding)",NA
"HEEBO-019-HCC19K16","HEEBO-019-HCC19K16","LOC400099","Hypothetical LOC400099",NA
"HEEBO-019-HCC19K17","HEEBO-019-HCC19K17","LMX1A","LIM homeobox transcription factor 1, alpha",4009
"HEEBO-019-HCC19K19","HEEBO-019-HCC19K19","##noname##","Transcribed locus, strongly similar to XP_001160443.1 PREDICTED: hypothetical protein [Pan troglodytes]",NA
"HEEBO-019-HCC19K24","HEEBO-019-HCC19K24","MAOA","monoamine oxidase A",4128
"HEEBO-019-HCC19K8","HEEBO-019-HCC19K8","C4orf52","chromosome 4 open reading frame 52",389203
"HEEBO-019-HCC19K9","HEEBO-019-HCC19K9","C4orf52","chromosome 4 open reading frame 52",389203
"HEEBO-019-HCC19L12","HEEBO-019-HCC19L12","OR2AE1","olfactory receptor, family 2, subfamily AE, member 1",81392
"HEEBO-019-HCC19L13","HEEBO-019-HCC19L13","NCK1","NCK adaptor protein 1",4690
"HEEBO-019-HCC19L14","HEEBO-019-HCC19L14","NPPB","natriuretic peptide B",4879
"HEEBO-019-HCC19L16","HEEBO-019-HCC19L16","NRAS","neuroblastoma RAS viral (v-ras) oncogene homolog",4893
"HEEBO-019-HCC19L17","HEEBO-019-HCC19L17","ATP2B1","ATPase, Ca++ transporting, plasma membrane 1",490
"HEEBO-019-HCC19L19","HEEBO-019-HCC19L19","PCK1","phosphoenolpyruvate carboxykinase 1 (soluble)",5105
"HEEBO-019-HCC19L2","HEEBO-019-HCC19L2","MCM6","minichromosome maintenance complex component 6",4175
"HEEBO-019-HCC19L21","HEEBO-019-HCC19L21","BFAR","bifunctional apoptosis regulator",51283
"HEEBO-019-HCC19L22","HEEBO-019-HCC19L22","ZNF107","zinc finger protein 107",51427
"HEEBO-019-HCC19L23","HEEBO-019-HCC19L23","C1orf9","chromosome 1 open reading frame 9",51430
"HEEBO-019-HCC19L3","HEEBO-019-HCC19L3","MLF1","myeloid leukemia factor 1",4291
"HEEBO-019-HCC19L4","HEEBO-019-HCC19L4","FAT3","FAT tumor suppressor homolog 3 (Drosophila)",120114
"HEEBO-019-HCC19L5","HEEBO-019-HCC19L5","##noname##","CDNA FLJ45585 fis, clone BRTHA3013882",NA
"HEEBO-019-HCC19L6","HEEBO-019-HCC19L6","LOC100506564","uncharacterized LOC100506564",100506564
"HEEBO-019-HCC19L8","HEEBO-019-HCC19L8","##noname##","MRNA; cDNA DKFZp686E17109 (from clone DKFZp686E17109)",NA
"HEEBO-019-HCC19L9","HEEBO-019-HCC19L9","KIAA2026","KIAA2026",158358
"HEEBO-019-HCC19M1","HEEBO-019-HCC19M1","TDP2","tyrosyl-DNA phosphodiesterase 2",51567
"HEEBO-019-HCC19M10","HEEBO-019-HCC19M10","PLEK","pleckstrin",5341
"HEEBO-019-HCC19M11","HEEBO-019-HCC19M11","P2RY13","purinergic receptor P2Y, G-protein coupled, 13",53829
"HEEBO-019-HCC19M12","HEEBO-019-HCC19M12","TOLLIP","toll interacting protein",54472
"HEEBO-019-HCC19M13","HEEBO-019-HCC19M13","C11orf71","Chromosome 11 open reading frame 71",NA
"HEEBO-019-HCC19M14","HEEBO-019-HCC19M14","ATR","ataxia telangiectasia and Rad3 related",545
"HEEBO-019-HCC19M15","HEEBO-019-HCC19M15","EXOC6","exocyst complex component 6",54536
"HEEBO-019-HCC19M16","HEEBO-019-HCC19M16","PCDHB18","protocadherin beta 18 pseudogene",54660
"HEEBO-019-HCC19M17","HEEBO-019-HCC19M17","TMEM106B","transmembrane protein 106B",54664
"HEEBO-019-HCC19M18","HEEBO-019-HCC19M18","NUP62CL","nucleoporin 62kDa C-terminal like",54830
"HEEBO-019-HCC19M19","HEEBO-019-HCC19M19","UHRF1BP1","UHRF1 binding protein 1",NA
"HEEBO-019-HCC19M2","HEEBO-019-HCC19M2","HMP19","HMP19 protein",51617
"HEEBO-019-HCC19M20","HEEBO-019-HCC19M20","ELOVL2","ELOVL fatty acid elongase 2",54898
"HEEBO-019-HCC19M21","HEEBO-019-HCC19M21","","",NA
"HEEBO-019-HCC19M22","HEEBO-019-HCC19M22","CCDC169-SOHLH2","CCDC169-SOHLH2 readthrough",100526761
"HEEBO-019-HCC19M24","HEEBO-019-HCC19M24","PPP2CA","protein phosphatase 2, catalytic subunit, alpha isozyme",5515
"HEEBO-019-HCC19M4","HEEBO-019-HCC19M4","RAB23","RAB23, member RAS oncogene family",51715
"HEEBO-019-HCC19M5","HEEBO-019-HCC19M5","TMEM8B","transmembrane protein 8B",51754
"HEEBO-019-HCC19M6","HEEBO-019-HCC19M6","PFN2","profilin 2",5217
"HEEBO-019-HCC19M7","HEEBO-019-HCC19M7","PGM3","phosphoglucomutase 3",5238
"HEEBO-019-HCC19M9","HEEBO-019-HCC19M9","PANK1","pantothenate kinase 1",53354
"HEEBO-019-HCC19N1","HEEBO-019-HCC19N1","PPP2R2A","protein phosphatase 2, regulatory subunit B, alpha",5520
"HEEBO-019-HCC19N10","HEEBO-019-HCC19N10","PRKCE","protein kinase C, epsilon",5581
"HEEBO-019-HCC19N11","HEEBO-019-HCC19N11","ACTR10","actin-related protein 10 homolog (S. cerevisiae)",55860
"HEEBO-019-HCC19N12","HEEBO-019-HCC19N12","RNF114","ring finger protein 114",55905
"HEEBO-019-HCC19N13","HEEBO-019-HCC19N13","CMAS","cytidine monophosphate N-acetylneuraminic acid synthetase",55907
"HEEBO-019-HCC19N14","HEEBO-019-HCC19N14","ERBB2IP","erbb2 interacting protein",55914
"HEEBO-019-HCC19N15","HEEBO-019-HCC19N15","KLHL9","kelch-like 9 (Drosophila)",55958
"HEEBO-019-HCC19N16","HEEBO-019-HCC19N16","KLHL4","kelch-like 4 (Drosophila)",56062
"HEEBO-019-HCC19N17","HEEBO-019-HCC19N17","KCNQ5","potassium voltage-gated channel, KQT-like subfamily, member 5",56479
"HEEBO-019-HCC19N18","HEEBO-019-HCC19N18","TMEM9B","TMEM9 domain family, member B",56674
"HEEBO-019-HCC19N19","HEEBO-019-HCC19N19","C14orf132","chromosome 14 open reading frame 132",56967
"HEEBO-019-HCC19N2","HEEBO-019-HCC19N2","FANCI","Fanconi anemia, complementation group I",NA
"HEEBO-019-HCC19N20","HEEBO-019-HCC19N20","PSMG2","proteasome (prosome, macropain) assembly chaperone 2",56984
"HEEBO-019-HCC19N21","HEEBO-019-HCC19N21","TRPC7","transient receptor potential cation channel, subfamily C, member 7",57113
"HEEBO-019-HCC19N22","HEEBO-019-HCC19N22","C20orf3","chromosome 20 open reading frame 3",57136
"HEEBO-019-HCC19N23","HEEBO-019-HCC19N23","ANKRD50","ankyrin repeat domain 50",57182
"HEEBO-019-HCC19N24","HEEBO-019-HCC19N24","PTGS2","prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)",5743
"HEEBO-019-HCC19N4","HEEBO-019-HCC19N4","","",NA
"HEEBO-019-HCC19N5","HEEBO-019-HCC19N5","SRGN","serglycin",5552
"HEEBO-019-HCC19N7","HEEBO-019-HCC19N7","PRKAB2","protein kinase, AMP-activated, beta 2 non-catalytic subunit",5565
"HEEBO-019-HCC19N8","HEEBO-019-HCC19N8","FAM178A","family with sequence similarity 178, member A",55719
"HEEBO-019-HCC19N9","HEEBO-019-HCC19N9","ASUN","asunder, spermatogenesis regulator homolog (Drosphila)",55726
"HEEBO-019-HCC19O1","HEEBO-019-HCC19O1","ODZ2","odz, odd Oz/ten-m homolog 2 (Drosophila)",57451
"HEEBO-019-HCC19O10","HEEBO-019-HCC19O10","BBS2","Bardet-Biedl syndrome 2",583
"HEEBO-019-HCC19O11","HEEBO-019-HCC19O11","RBM25","RNA binding motif protein 25",58517
"HEEBO-019-HCC19O13","HEEBO-019-HCC19O13","RNASE4","ribonuclease, RNase A family, 4",6038
"HEEBO-019-HCC19O14","HEEBO-019-HCC19O14","CELF6","CUGBP, Elav-like family member 6",60677
"HEEBO-019-HCC19O15","HEEBO-019-HCC19O15","RPL32","ribosomal protein L32",6161
"HEEBO-019-HCC19O17","HEEBO-019-HCC19O17","CEACAM1","carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)",634
"HEEBO-019-HCC19O19","HEEBO-019-HCC19O19","KIF13A","kinesin family member 13A",63971
"HEEBO-019-HCC19O2","HEEBO-019-HCC19O2","SERINC1","serine incorporator 1",57515
"HEEBO-019-HCC19O20","HEEBO-019-HCC19O20","SELL","selectin L",6402
"HEEBO-019-HCC19O21","HEEBO-019-HCC19O21","SMOC2","SPARC related modular calcium binding 2",64094
"HEEBO-019-HCC19O22","HEEBO-019-HCC19O22","BLM","Bloom syndrome, RecQ helicase-like",641
"HEEBO-019-HCC19O23","HEEBO-019-HCC19O23","CENPK","centromere protein K",64105
"HEEBO-019-HCC19O24","HEEBO-019-HCC19O24","SGCD","sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)",6444
"HEEBO-019-HCC19O3","HEEBO-019-HCC19O3","ZNF319","zinc finger protein 319",57567
"HEEBO-019-HCC19O4","HEEBO-019-HCC19O4","CRAMP1L","Crm, cramped-like (Drosophila)",57585
"HEEBO-019-HCC19O5","HEEBO-019-HCC19O5","SHROOM3","shroom family member 3",57619
"HEEBO-019-HCC19O6","HEEBO-019-HCC19O6","ZBTB26","zinc finger and BTB domain containing 26",57684
"HEEBO-019-HCC19O7","HEEBO-019-HCC19O7","ZBTB26","zinc finger and BTB domain containing 26",57684
"HEEBO-019-HCC19O8","HEEBO-019-HCC19O8","MAGEE1","melanoma antigen family E, 1",57692
"HEEBO-019-HCC19O9","HEEBO-019-HCC19O9","PPP4R4","protein phosphatase 4, regulatory subunit 4",57718
"HEEBO-019-HCC19P10","HEEBO-019-HCC19P10","TIMP2","TIMP metallopeptidase inhibitor 2",7077
"HEEBO-019-HCC19P11","HEEBO-019-HCC19P11","TLE1","transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)",7088
"HEEBO-019-HCC19P13","HEEBO-019-HCC19P13","TRAF1","TNF receptor-associated factor 1",7185
"HEEBO-019-HCC19P14","HEEBO-019-HCC19P14","UGP2","UDP-glucose pyrophosphorylase 2",7360
"HEEBO-019-HCC19P15","HEEBO-019-HCC19P15","VAV2","vav 2 guanine nucleotide exchange factor",7410
"HEEBO-019-HCC19P16","HEEBO-019-HCC19P16","XBP1","X-box binding protein 1",7494
"HEEBO-019-HCC19P17","HEEBO-019-HCC19P17","ZNF41","zinc finger protein 41",7592
"HEEBO-019-HCC19P18","HEEBO-019-HCC19P18","CACNB4","calcium channel, voltage-dependent, beta 4 subunit",785
"HEEBO-019-HCC19P19","HEEBO-019-HCC19P19","ZNF655","zinc finger protein 655",79027
"HEEBO-019-HCC19P2","HEEBO-019-HCC19P2","SIM1","single-minded homolog 1 (Drosophila)",6492
"HEEBO-019-HCC19P20","HEEBO-019-HCC19P20","MAPKAP1","mitogen-activated protein kinase associated protein 1",79109
"HEEBO-019-HCC19P23","HEEBO-019-HCC19P23","DHX40","DEAH (Asp-Glu-Ala-His) box polypeptide 40",79665
"HEEBO-019-HCC19P24","HEEBO-019-HCC19P24","C3orf52","chromosome 3 open reading frame 52",79669
"HEEBO-019-HCC19P3","HEEBO-019-HCC19P3","SLC1A2","solute carrier family 1 (glial high affinity glutamate transporter), member 2",6506
"HEEBO-019-HCC19P5","HEEBO-019-HCC19P5","STK33","serine/threonine kinase 33",65975
"HEEBO-019-HCC19P8","HEEBO-019-HCC19P8","MAP3K7","mitogen-activated protein kinase kinase kinase 7",6885
"HEEBO-019-HCC19P9","HEEBO-019-HCC19P9","TAL1","T-cell acute lymphocytic leukemia 1",6886
"HEEBO-020-HCC20A1","HEEBO-020-HCC20A1","VEPH1","ventricular zone expressed PH domain homolog 1 (zebrafish)",79674
"HEEBO-020-HCC20A10","HEEBO-020-HCC20A10","DCAF17","DDB1 and CUL4 associated factor 17",80067
"HEEBO-020-HCC20A11","HEEBO-020-HCC20A11","RUFY1","RUN and FYVE domain containing 1",80230
"HEEBO-020-HCC20A13","HEEBO-020-HCC20A13","LOC100506156","uncharacterized LOC100506156",100506156
"HEEBO-020-HCC20A14","HEEBO-020-HCC20A14","OR2AE1","olfactory receptor, family 2, subfamily AE, member 1",81392
"HEEBO-020-HCC20A15","HEEBO-020-HCC20A15","FAM49A","family with sequence similarity 49, member A",81553
"HEEBO-020-HCC20A17","HEEBO-020-HCC20A17","CAPZA2","capping protein (actin filament) muscle Z-line, alpha 2",830
"HEEBO-020-HCC20A18","HEEBO-020-HCC20A18","HYAL3","hyaluronoglucosaminidase 3",8372
"HEEBO-020-HCC20A19","HEEBO-020-HCC20A19","SETDB2","SET domain, bifurcated 2",83852
"HEEBO-020-HCC20A2","HEEBO-020-HCC20A2","GAL3ST4","galactose-3-O-sulfotransferase 4",79690
"HEEBO-020-HCC20A22","HEEBO-020-HCC20A22","UTP15","UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)",84135
"HEEBO-020-HCC20A23","HEEBO-020-HCC20A23","ZNF644","zinc finger protein 644",84146
"HEEBO-020-HCC20A24","HEEBO-020-HCC20A24","MFSD7","major facilitator superfamily domain containing 7",84179
"HEEBO-020-HCC20A3","HEEBO-020-HCC20A3","ECHDC3","enoyl CoA hydratase domain containing 3",79746
"HEEBO-020-HCC20A4","HEEBO-020-HCC20A4","TXNDC15","thioredoxin domain containing 15",79770
"HEEBO-020-HCC20A6","HEEBO-020-HCC20A6","EHMT1","euchromatic histone-lysine N-methyltransferase 1",79813
"HEEBO-020-HCC20A7","HEEBO-020-HCC20A7","##noname##","Transcribed locus",NA
"HEEBO-020-HCC20A8","HEEBO-020-HCC20A8","NAA25","N(alpha)-acetyltransferase 25, NatB auxiliary subunit",80018
"HEEBO-020-HCC20A9","HEEBO-020-HCC20A9","PGAP1","post-GPI attachment to proteins 1",80055
"HEEBO-020-HCC20B1","HEEBO-020-HCC20B1","DPY30","dpy-30 homolog (C. elegans)",84661
"HEEBO-020-HCC20B11","HEEBO-020-HCC20B11","CADPS","Ca++-dependent secretion activator",8618
"HEEBO-020-HCC20B12","HEEBO-020-HCC20B12","STX16","syntaxin 16",8675
"HEEBO-020-HCC20B13","HEEBO-020-HCC20B13","##noname##","Transcribed locus, strongly similar to XP_001153922.1 PREDICTED: hypothetical protein [Pan troglodytes]",NA
"HEEBO-020-HCC20B15","HEEBO-020-HCC20B15","FADD","Fas (TNFRSF6)-associated via death domain",8772
"HEEBO-020-HCC20B16","HEEBO-020-HCC20B16","INPP4B","inositol polyphosphate-4-phosphatase, type II, 105kDa",8821
"HEEBO-020-HCC20B17","HEEBO-020-HCC20B17","","",NA
"HEEBO-020-HCC20B19","HEEBO-020-HCC20B19","TAX1BP1","Tax1 (human T-cell leukemia virus type I) binding protein 1",8887
"HEEBO-020-HCC20B2","HEEBO-020-HCC20B2","SMARCA5","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",8467
"HEEBO-020-HCC20B20","HEEBO-020-HCC20B20","CCND2","cyclin D2",894
"HEEBO-020-HCC20B21","HEEBO-020-HCC20B21","FAM110B","family with sequence similarity 110, member B",90362
"HEEBO-020-HCC20B22","HEEBO-020-HCC20B22","ZNF605","zinc finger protein 605",100289635
"HEEBO-020-HCC20B23","HEEBO-020-HCC20B23","SLC7A6","solute carrier family 7 (amino acid transporter light chain, y+L system), member 6",9057
"HEEBO-020-HCC20B24","HEEBO-020-HCC20B24","ANGPTL1","angiopoietin-like 1",9068
"HEEBO-020-HCC20B3","HEEBO-020-HCC20B3","GTPBP3","GTP binding protein 3 (mitochondrial)",84705
"HEEBO-020-HCC20B4","HEEBO-020-HCC20B4","LNX1","ligand of numb-protein X 1",84708
"HEEBO-020-HCC20B5","HEEBO-020-HCC20B5","GPR65","G protein-coupled receptor 65",8477
"HEEBO-020-HCC20B6","HEEBO-020-HCC20B6","RTN4IP1","Reticulon 4 interacting protein 1",NA
"HEEBO-020-HCC20B7","HEEBO-020-HCC20B7","PTPN5","protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)",84867
"HEEBO-020-HCC20B8","HEEBO-020-HCC20B8","CBR4","carbonyl reductase 4",84869
"HEEBO-020-HCC20B9","HEEBO-020-HCC20B9","GEMIN2","gem (nuclear organelle) associated protein 2",8487
"HEEBO-020-HCC20C1","HEEBO-020-HCC20C1","TMEM55B","transmembrane protein 55B",90809
"HEEBO-020-HCC20C10","HEEBO-020-HCC20C10","SNAP29","synaptosomal-associated protein, 29kDa",9342
"HEEBO-020-HCC20C11","HEEBO-020-HCC20C11","EGFEM1P","EGF-like and EMI domain containing 1, pseudogene",93556
"HEEBO-020-HCC20C12","HEEBO-020-HCC20C12","KIF3B","kinesin family member 3B",9371
"HEEBO-020-HCC20C13","HEEBO-020-HCC20C13","ATPIF1","ATPase inhibitory factor 1",93974
"HEEBO-020-HCC20C15","HEEBO-020-HCC20C15","SYTL4","synaptotagmin-like 4",94121
"HEEBO-020-HCC20C16","HEEBO-020-HCC20C16","","",NA
"HEEBO-020-HCC20C17","HEEBO-020-HCC20C17","ARHGEF6","Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6",9459
"HEEBO-020-HCC20C18","HEEBO-020-HCC20C18","TBPL1","TBP-like 1",9519
"HEEBO-020-HCC20C19","HEEBO-020-HCC20C19","VPS26A","vacuolar protein sorting 26 homolog A (S. pombe)",9559
"HEEBO-020-HCC20C20","HEEBO-020-HCC20C20","SLK","STE20-like kinase",9748
"HEEBO-020-HCC20C21","HEEBO-020-HCC20C21","ZNF623","zinc finger protein 623",9831
"HEEBO-020-HCC20C22","HEEBO-020-HCC20C22","KIAA0753","KIAA0753",9851
"HEEBO-020-HCC20C23","HEEBO-020-HCC20C23","GOLGA5","golgin A5",9950
"HEEBO-020-HCC20C24","HEEBO-020-HCC20C24","DHRS9","dehydrogenase/reductase (SDR family) member 9",10170
"HEEBO-020-HCC20C3","HEEBO-020-HCC20C3","FMNL3","formin-like 3",91010
"HEEBO-020-HCC20C4","HEEBO-020-HCC20C4","KCNJ12","potassium inwardly-rectifying channel, subfamily J, member 12",3768
"HEEBO-020-HCC20C5","HEEBO-020-HCC20C5","VAPA","VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa",9218
"HEEBO-020-HCC20C6","HEEBO-020-HCC20C6","METTL18","methyltransferase like 18",92342
"HEEBO-020-HCC20C7","HEEBO-020-HCC20C7","CYTH3","cytohesin 3",9265
"HEEBO-020-HCC20C9","HEEBO-020-HCC20C9","CD83","CD83 molecule",9308
"HEEBO-020-HCC20D1","HEEBO-020-HCC20D1","ZNF256","zinc finger protein 256",10172
"HEEBO-020-HCC20D11","HEEBO-020-HCC20D11","BVES","blood vessel epicardial substance",11149
